sta07,150815144043934,NaN,ap03,150815144045735,150815144052790
sta07,150815144044541,NaN,ap03,150815144046546,150815144052790
sta07,150815144048979,NaN,ap03,150815144051299,150815144052790
sta07,150815144049468,NaN,ap03,150815144054989,150815144057526
sta07,150815144052964,NaN,ap03,150815144055743,150815144057526
sta07,150815144053568,NaN,ap03,150815144056042,150815144057526
sta07,150815144057786,NaN,ap03,150815144058928,150815144063554
sta07,150815144059294,NaN,ap03,150815144061127,150815144063554
sta07,150815144059803,NaN,ap03,150815144062013,150815144063554
sta07,150815144060315,NaN,ap03,150815144065758,150815144072758
sta07,150815144060982,NaN,ap03,150815144067936,150815144072758
sta07,150815144062516,NaN,ap03,150815144071131,150815144072758
sta07,150815144063001,NaN,ap03,150815144073672,150815144078180
sta07,150815144063812,NaN,ap03,150815144074272,150815144078180
sta07,150815144065102,NaN,ap03,150815144076306,150815144078180
sta07,150815144067641,NaN,ap03,150815144080378,150815144083020
sta07,150815144068129,NaN,ap03,150815144080865,150815144083020
sta07,150815144070660,NaN,ap03,150815144082561,150815144083020
sta07,150815144071294,NaN,ap03,150815144085775,150815144088004
sta07,150815144071847,NaN,ap03,150815144086997,150815144088004
sta07,150815144072343,NaN,ap03,150815144087594,150815144088004
sta07,150815144072856,NaN,ap03,150815144088950,150815144091820
sta07,150815144073308,NaN,ap03,150815144090161,150815144091820
sta07,150815144073955,NaN,ap03,150815144091279,150815144091820
sta07,150815144077301,NaN,ap03,150815144092305,150815144094290
sta07,150815144073775,NaN,ap03,150815144093422,150815144094290
sta07,150815144074253,NaN,ap03,150815144093829,150815144094290
sta07,150815144078543,NaN,ap03,150815144095390,150815144096871
sta07,150815144077026,NaN,ap03,150815144095797,150815144096871
sta07,150815144082226,NaN,ap03,150815144096408,150815144096871
sta07,150815144082784,NaN,ap03,150815144097752,150815144102555
sta07,150815144077852,NaN,ap03,150815144100882,150815144102555
sta07,150815144079071,NaN,ap03,150815144102087,150815144102555
sta07,150815144081348,NaN,ap03,150815144107834,150815144184895
sta07,150815144182434,NaN,ap03,150815144183631,150815144184895
sta07,150815144182985,NaN,ap03,150815144184237,150815144184895
sta07,150815144181764,NaN,ap03,150815144186372,150815144189272
sta07,150815144182326,NaN,ap03,150815144187211,150815144189272
sta07,150815144182963,NaN,ap03,150815144188578,150815144189272
sta07,150815144183806,NaN,ap03,150815144190726,150815144194384
sta07,150815144184355,NaN,ap03,150815144192296,150815144194384
sta07,150815144184848,NaN,ap03,150815144193871,150815144194384
sta07,150815144185715,NaN,ap03,150815144195516,150815144198506
sta07,150815144189810,NaN,ap03,150815144196483,150815144198506
sta07,150815144187384,NaN,ap03,150815144197886,150815144198506
sta07,150815144190676,NaN,ap03,150815144199113,150815144203078
sta07,150815144188259,NaN,ap03,150815144201222,150815144203078
sta07,150815144191420,NaN,ap03,150815144202491,150815144203078
sta07,150815144192036,NaN,ap03,150815144204669,150815144207195
sta07,150815144191847,NaN,ap03,150815144206420,150815144207195
sta07,150815144192331,NaN,ap03,150815144206829,150815144207195
sta07,150815144192996,NaN,ap03,150815144207838,150815144210667
sta07,150815144195408,NaN,ap03,150815144208293,150815144210667
sta07,150815144197566,NaN,ap03,150815144210241,150815144210667
sta07,150815144198190,NaN,ap03,150815144211244,150815144213826
sta07,150815144195956,NaN,ap03,150815144212488,150815144213826
sta07,150815144197172,NaN,ap03,150815144213222,150815144213826
sta07,150815144202761,NaN,ap03,150815144215241,150815144216598
sta07,150815144203299,NaN,ap03,150815144215743,150815144216598
sta07,150815144203841,NaN,ap03,150815144216155,150815144216598
sta07,150815144204359,NaN,ap03,150815144217217,150815144219457
sta07,150815144204906,NaN,ap03,150815144218437,150815144219457
sta07,150815144204663,NaN,ap03,150815144219051,150815144219457
sta07,150815144205155,NaN,ap03,150815144219887,150815144222088
sta07,150815144208464,NaN,ap03,150815144220278,150815144222088
sta07,150815144209066,NaN,ap03,150815144221612,150815144222088
sta07,150815144208903,NaN,ap03,150815144230546,150815144232717
sta07,150815144209590,NaN,ap03,150815144231174,150815144232717
sta07,150815144210129,NaN,ap03,150815144232096,150815144232717
sta07,150815144213621,NaN,ap03,150815144233830,150815144236049
sta07,150815144215454,NaN,ap03,150815144234970,150815144236049
sta07,150815144215968,NaN,ap03,150815144235601,150815144236049
sta07,150815144213822,NaN,ap03,150815144237066,150815144239730
sta07,150815144214552,NaN,ap03,150815144238174,150815144239730
sta07,150815144215240,NaN,ap03,150815144239383,150815144239730
sta07,150815144220371,NaN,ap03,150815144240164,150815144242814
sta07,150815144221136,NaN,ap03,150815144241302,150815144242814
sta07,150815144221335,NaN,ap03,150815144242263,150815144242814
sta07,150815144221939,NaN,ap03,150815144248856,150815144333576
sta07,150815144222440,NaN,ap03,150815144250070,150815144333576
sta07,150815144323389,NaN,ap03,150815144332958,150815144333576
sta07,150815144326977,NaN,ap03,150815144335227,150815144337935
sta07,150815144329495,NaN,ap03,150815144335782,150815144337935
sta07,150815144329972,NaN,ap03,150815144337421,150815144337935
sta07,150815144335249,NaN,ap03,150815144338790,150815144342559
sta07,150815144330452,NaN,ap03,150815144340128,150815144342559
sta07,150815144331010,NaN,ap03,150815144341944,150815144342559
sta07,150815144334502,NaN,ap03,150815144343444,150815144344771
sta07,150815144335781,NaN,ap03,150815144343854,150815144344771
sta07,150815144336287,NaN,ap03,150815144344420,150815144344771
sta07,150815144336796,NaN,ap03,150815144346208,150815144348537
sta07,150815144338290,NaN,ap03,150815144347050,150815144348537
sta07,150815144335042,NaN,ap03,150815144347993,150815144348537
sta07,150815144338822,NaN,ap03,150815144350428,150815144352863
sta07,150815144339337,NaN,ap03,150815144351619,150815144352863
sta07,150815144340170,NaN,ap03,150815144352453,150815144352863
sta07,150815144341380,NaN,ap03,150815144353471,150815144356932
sta07,150815144344805,NaN,ap03,150815144354978,150815144356932
sta07,150815144342281,NaN,ap03,150815144356465,150815144356932
sta07,150815144345564,NaN,ap03,150815144358158,150815144362733
sta07,150815144346100,NaN,ap03,150815144360442,150815144362733
sta07,150815144350246,NaN,ap03,150815144362143,150815144362733
sta07,150815144345333,NaN,ap03,150815144363559,150815144366117
sta07,150815144346027,NaN,ap03,150815144363958,150815144366117
sta07,150815144349321,NaN,ap03,150815144365439,150815144366117
sta07,150815144351697,NaN,ap03,150815144367382,150815144369877
sta07,150815144354238,NaN,ap03,150815144368445,150815144369877
sta07,150815144354982,NaN,ap03,150815144369151,150815144369877
sta07,150815144352587,NaN,ap03,150815144371000,150815144372632
sta07,150815144353207,NaN,ap03,150815144371613,150815144372632
sta07,150815144358551,NaN,ap03,150815144372219,150815144372632
sta07,150815144361397,NaN,ap03,150815144373760,150815144377932
sta07,150815144356789,NaN,ap03,150815144375122,150815144377932
sta07,150815144357484,NaN,ap03,150815144376313,150815144377932
sta07,150815144360853,NaN,ap03,150815144378693,150815144380722
sta07,150815144361594,NaN,ap03,150815144379150,150815144380722
sta07,150815144362117,NaN,ap03,150815144380201,150815144380722
sta07,150815144364657,NaN,ap03,150815144381155,150815144383330
sta07,150815144365338,NaN,ap03,150815144382446,150815144383330
sta07,150815144366089,NaN,ap03,150815144382966,150815144383330
sta07,150815144370869,NaN,ap03,150815144384421,150815144387028
sta07,150815144372335,NaN,ap03,150815144385208,150815144387028
sta07,150815144373061,NaN,ap03,150815144386489,150815144387028
sta07,150815144377509,NaN,ap03,150815144388495,150815144390188
sta07,150815144377996,NaN,ap03,150815144389426,150815144390188
sta07,150815144380347,NaN,ap03,150815144389833,150815144390188
sta07,150815144381220,NaN,ap03,150815144391657,150815144393328
sta07,150815144358068,NaN,ap03,150815144392518,150815144393328
sta07,150815144361891,NaN,ap03,150815144392934,150815144393328
sta07,150815144383713,NaN,ap03,150815144393768,150815144465517
sta07,150815144462255,NaN,ap03,150815144464008,150815144465517
sta07,150815144463366,NaN,ap03,150815144465014,150815144465517
sta07,150815144463870,NaN,ap03,150815144471434,150815144473978
sta07,150815144464358,NaN,ap03,150815144472086,150815144473978
sta07,150815144464857,NaN,ap03,150815144473439,150815144473978
sta07,150815144465360,NaN,ap03,150815144475391,150815144477546
sta07,150815144466058,NaN,ap03,150815144476562,150815144477546
sta07,150815144469778,NaN,ap03,150815144477149,150815144477546
sta07,150815144470272,NaN,ap03,150815144478020,150815144480263
sta07,150815144470756,NaN,ap03,150815144479144,150815144480263
sta07,150815144471272,NaN,ap03,150815144479916,150815144480263
sta07,150815144471822,NaN,ap03,150815144481360,150815144482737
sta07,150815144472294,NaN,ap03,150815144481875,150815144482737
sta07,150815144472954,NaN,ap03,150815144482247,150815144482737
sta07,150815144474412,NaN,ap03,150815144484233,150815144486249
sta07,150815144474925,NaN,ap03,150815144485084,150815144486249
sta07,150815144477273,NaN,ap03,150815144485870,150815144486249
sta07,150815144477811,NaN,ap03,150815144487613,150815144489575
sta07,150815144481454,NaN,ap03,150815144487957,150815144489575
sta07,150815144481999,NaN,ap03,150815144489054,150815144489575
sta07,150815144482631,NaN,ap03,150815144490698,150815144492408
sta07,150815144483263,NaN,ap03,150815144491522,150815144492408
sta07,150815144483764,NaN,ap03,150815144491938,150815144492408
sta07,150815144484258,NaN,ap03,150815144493489,150815144587504
sta07,150815144485271,NaN,ap03,150815144494475,150815144587504
sta07,150815144585585,NaN,ap03,150815144586976,150815144587504
sta07,150815144586011,NaN,ap03,150815144588652,150815144592882
sta07,150815144588876,NaN,ap03,150815144590432,150815144592882
sta07,150815144591314,NaN,ap03,150815144592478,150815144592882
sta07,150815144592010,NaN,ap03,150815144593461,150815144596858
sta07,150815144594517,NaN,ap03,150815144595684,150815144596858
sta07,150815144595052,NaN,ap03,150815144596263,150815144596858
sta07,150815144595911,NaN,ap03,150815144597824,150815144602663
sta07,150815144598253,NaN,ap03,150815144600671,150815144602663
sta07,150815144600277,NaN,ap03,150815144602237,150815144602663
sta07,150815144601023,NaN,ap03,150815144603196,150815144610487
sta07,150815144606636,NaN,ap03,150815144607836,150815144610487
sta07,150815144607167,NaN,ap03,150815144609896,150815144610487
sta07,150815144609834,NaN,ap03,150815144611944,150815144613856
sta07,150815144610299,NaN,ap03,150815144612543,150815144613856
sta07,150815144610751,NaN,ap03,150815144613269,150815144613856
sta07,150815144611276,NaN,ap03,150815144614632,150815144617126
sta07,150815144611985,NaN,ap03,150815144615303,150815144617126
sta07,150815144613754,NaN,ap03,150815144616580,150815144617126
sta07,150815144615248,NaN,ap03,150815144618379,150815144619821
sta07,150815144615853,NaN,ap03,150815144618889,150815144619821
sta07,150815144616386,NaN,ap03,150815144619379,150815144619821
sta07,150815144616928,NaN,ap03,150815144620567,150815144623248
sta07,150815144618610,NaN,ap03,150815144621768,150815144623248
sta07,150815144621383,NaN,ap03,150815144622616,150815144623248
sta07,150815144622069,NaN,ap03,150815144624393,150815144629571
sta07,150815144626624,NaN,ap03,150815144628084,150815144629571
sta07,150815144627120,NaN,ap03,150815144629110,150815144629571
sta07,150815144630898,NaN,ap03,150815144632592,150815144635967
sta07,150815144633282,NaN,ap03,150815144634859,150815144635967
sta07,150815144633897,NaN,ap03,150815144635623,150815144635967
sta07,150815144642654,NaN,ap03,150815144643921,150815144648487
sta07,150815144643182,NaN,ap03,150815144645831,150815144648487
sta07,150815144646236,NaN,ap03,150815144647776,150815144648487
sta07,150815144647011,NaN,ap03,150815144649424,150815144654015
sta07,150815144650552,NaN,ap03,150815144651755,150815144654015
sta07,150815144651348,NaN,ap03,150815144653315,150815144654015
sta07,150815144654802,NaN,ap03,150815144656034,150815144660266
sta07,150815144656290,NaN,ap03,150815144657912,150815144660266
sta07,150815144656798,NaN,ap03,150815144659812,150815144660266
sta07,150815144657338,NaN,ap03,150815144661371,150815144662595
sta07,150815144657824,NaN,ap03,150815144661823,150815144662595
sta07,150815144658363,NaN,ap03,150815144662126,150815144662595
sta07,150815144684751,NaN,ap03,150815144687685,150815144693113
sta07,150815144685399,NaN,ap03,150815144689361,150815144693113
sta07,150815144689005,NaN,ap03,150815144692497,150815144693113
sta07,150815144690463,NaN,ap03,150815144694943,150815144697546
sta07,150815144690940,NaN,ap03,150815144696163,150815144697546
sta07,150815144691541,NaN,ap03,150815144697015,150815144697546
sta07,150815144692064,NaN,ap03,150815144697995,150815144700037
sta07,150815144693478,NaN,ap03,150815144698780,150815144700037
sta07,150815144693979,NaN,ap03,150815144699693,150815144700037
sta07,150815144694613,NaN,ap03,150815144700945,150815144760900
sta07,150815144758413,NaN,ap03,150815144759737,150815144760900
sta07,150815144758993,NaN,ap03,150815144760261,150815144760900
sta07,150815144766238,NaN,ap03,150815144767807,150815144770948
sta07,150815144766860,NaN,ap03,150815144769079,150815144770948
sta07,150815144768238,NaN,ap03,150815144770520,150815144770948
sta07,150815144768969,NaN,ap03,150815144771438,150815144775574
sta07,150815144771824,NaN,ap03,150815144773644,150815144775574
sta07,150815144772396,NaN,ap03,150815144774914,150815144775574
sta07,150815144774247,NaN,ap03,150815144776680,150815144778154
sta07,150815144774820,NaN,ap03,150815144777244,150815144778154
sta07,150815144775724,NaN,ap03,150815144777789,150815144778154
sta07,150815144776272,NaN,ap03,150815144779342,150815144782646
sta07,150815144777808,NaN,ap03,150815144781049,150815144782646
sta07,150815144778453,NaN,ap03,150815144782229,150815144782646
